Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Вітрук,Демид,Іванович,Чоловік,1950-10-31,Перекладач,Білозерське,"шосе Лип Івана та Юрія, буд. 440, Першотравенськ, 74224",+380 (15) 000-57-10,vitalii58@example.net
Ватаманюк,Варфоломій,Олексійович,Чоловік,1986-04-08,Математик,Костянтинівка,"проспект 9-та Суворовська, буд. 20, Славутич, 28585",+380 62 750-29-87,kozachenkokamilla@example.com
Бабʼяк,Євген,Володимирович,Чоловік,1988-07-06,Складальник,Здолбунів,"набережна Георгія Гамова, буд. 21 кв. 81, Сколе, 61367",+380 32 828 76 98,havrylochumachenko@example.org
Пушкар,Ярослав,Петрович,Чоловік,1995-06-04,Економіст,Гола Пристань,"провулок Нерубайська, буд. 24 кв. 17, Голубівка, 23517",537 37 26,violetta02@example.net
Рябовіл,Назар,Олексійович,Чоловік,1991-07-15,Конструктор,Вараш,"провулок Зоопаркова, буд. 5 кв. 66, Городня, 73513",047 861 81 94,orkhyppelekh@example.com
Юрчишина,Панас,Іванович,Чоловік,2004-12-11,Паралегал,Помічна,"парк 3-тя Лінія 4-ї ст. Люстдорфської дороги, буд. 063 кв. 2, Узин, 27656",062 700 79 34,viktor81@example.org
Гавриш,Леонід,Іванович,Чоловік,1939-03-20,Маркетолог,Білопілля,"вулиця Пушкінська, буд. 74 кв. 3, Марганець , 53975",+380 76 007 96 67,adam74@example.com
Шутько,Лукʼян,Миколайович,Чоловік,1957-11-20,Намотувальник,Лозова ,"вулиця Радіальний, буд. 64 кв. 7, Богодухів, 84740",+380 35 789-94-09,iartemenko@example.com
Ісаєвич,Борис,Миколайович,Чоловік,2005-01-13,Продюсер,Київ,"набережна Студентський 2-й, буд. 061 кв. 6, Південне , 97220",+380 (04) 092-38-18,khorishkosolomiia@example.com
Приходько,Гаврило,Іванович,Чоловік,1997-12-08,Бізнесмен,Збараж,"узвіз Ямчитського, буд. 98, Ічня, 77291",800-93-89,kalenychenkolukian@example.net
Стець,Євген,Олексійович,Чоловік,1945-08-21,Електромонтажник,Докучаєвськ,"площа Москвіна, буд. 85 кв. 5, Перемишляни, 54674",021 416 35 51,amvrosii36@example.org
Гайда,Азар,Петрович,Чоловік,1958-01-01,Математик,Батурин,"сквер Миколи Бажана, буд. 41 кв. 212, Коростень, 15162",+380 63 735-86-43,atsymbal@example.org
Лубенець,Орест,Миколайович,Чоловік,1939-03-16,Кінорежисер,Боково-Хрустальне,"набережна Тепличний 1-й, буд. 92 кв. 44, Оріхів, 70205",052 397-90-51,vysochaniustyna@example.org
Сірко,Вадим,Іванович,Чоловік,2007-08-17,Кушнір,Краматорськ,"сквер Стеценко, буд. 5 кв. 23, Кальміуське, 82500",040 942 11 90,dtsarenko@example.com
Козак,Назар,Іванович,Чоловік,1957-10-12,Юрист,Теребовля,"набережна Балтський 8-й, буд. 327, Старий Самбір, 71982",053 999 87 66,dannastelmakh@example.com
Фурс,Венедикт,Андрійович,Чоловік,1954-11-20,Співак,Приморськ (Україна),"узвіз Трамвайна, буд. 82, Перечин, 04341",916 59 61,audovychenko@example.com
Атаманюк,Костянтин,Володимирович,Чоловік,1986-01-01,Дизайнер,Монастирище,"сквер Виставочна, буд. 7 кв. 701, Конотоп, 05609",+380 (77) 799-03-50,vitaliiishchak@example.org
Демʼянчук,Пармен,Іванович,Чоловік,1950-09-28,Ювелір,Васильків,"сквер Флотський 2-й, буд. 80 кв. 021, Новогродівка, 38843",+380 (99) 348-68-31,albinasheremeta@example.net
Данилюк,Петро,Сергійович,Чоловік,1986-12-26,Хімік,Кременець,"набережна Балтський 3-й, буд. 5, Великі Мости, 32712",087 247 37 36,marusiadotsenko@example.net
Ковалюк,Феофан,Андрійович,Чоловік,1993-07-16,Маркетолог,Гребінка,"вулиця Книжковий, буд. 3 кв. 733, Горохів, 59310",502-47-11,pshvedchenko@example.com
Лубенець,Ростислав,Сергійович,Чоловік,1974-07-24,Етнограф,Снігурівка,"провулок Утьосова, буд. 0 кв. 17, Гуляйполе, 89964",+380 96 581 75 29,dromanchuk@example.org
Дергач,Веніямин,Андрійович,Чоловік,1990-12-22,Антрополог,Суходільськ,"парк Товарний, буд. 839, Новгород-Сіверський, 67734",076-90-70,jiaremko@example.com
Вівчаренко,Ілля,Андрійович,Чоловік,2000-06-23,Астронавт,Семенівка,"площа Віцеадмірала Азарова, буд. 107 кв. 9, Герца, 78939",+380 57 024 20 87,tlaba@example.org
Ґалаґан,Орхип,Володимирович,Чоловік,1962-05-13,Бухгалтер,Гірське,"парк Поїзна, буд. 9, Світлодарськ, 75881",+380 (70) 172-38-80,dkorbut@example.org
Тесля,Антон,Петрович,Чоловік,1972-03-01,Випробувач,Перещепине,"площа Морський 2-й, буд. 763, Новий Буг, 45431",+380 85 898-33-28,okhrim64@example.com
Шамрай,Охрім,Андрійович,Чоловік,1944-12-05,Літературознавець,Білицьке,"набережна Новий, буд. 37 кв. 23, Миколаївка , 94416",+380 (38) 805-54-95,stepan37@example.org
Сагаль,Зорян,Миколайович,Чоловік,1996-03-13,Бухгалтер,Інкерман,"шосе 2-га Лінія Марії Демченко, буд. 35, Кременчук, 64355",+380 75 786-38-24,tmoskal@example.net
Архимович,Едуард,Петрович,Чоловік,1944-06-04,Кінорежисер,Болехів,"проспект Красна, буд. 884, Чоп, 84345",+380 (56) 380-82-54,bhuk@example.com
Конопленко,Михайло,Сергійович,Чоловік,1971-06-28,Модель,Жданівка,"сквер Пироговський, буд. 8 кв. 971, Кодима, 19654",+380 55 157-64-62,mzinchenko@example.org
Дзиндра,Трохим,Олексійович,Чоловік,1996-09-19,Ветеринар,Корюківка,"площа Абрикосова, буд. 5 кв. 132, Новий Калинів, 51574",+380 (52) 400-38-01,petropavlenko@example.net
Вакуленко,Антон,Сергійович,Чоловік,1971-05-05,Модельєр,Яворів,"парк Сонячна, буд. 28, Жданівка, 76402",962 34 65,telychenkoorest@example.net
Тягнибок,Охрім,Миколайович,Чоловік,1986-05-06,Астрофізик,Снятин,"набережна Олександра Невського 1-й, буд. 28 кв. 4, Ананьїв, 32842",+380 34 796 96 46,veresleon@example.net
Безбородько,Юхим,Іванович,Чоловік,1953-09-11,Доцент,Ромни,"площа 11-та ст. Великого Фонтану пляж, буд. 4, Зимогір'я, 27474",+380 (17) 018-85-76,pavlo79@example.com
Баранець,Франц,Миколайович,Чоловік,1967-06-25,Кушнір,Новодружеськ,"шосе Студентський 5-й, буд. 36 кв. 429, Новоселиця, 35275",+380 (76) 454-70-97,tbatih@example.com
Бевзенко,Нестор,Володимирович,Чоловік,1963-01-02,Сантехнік,Острог,"проспект Ціолковського, буд. 06, Буча, 08283",+380 70 501-29-60,dereviankoamaliia@example.org
Чуйко,Георгій,Іванович,Чоловік,1963-03-17,Шериф,Рава-Руська,"парк Глиняна, буд. 4 кв. 65, Рівне, 58914",+380 (35) 254-66-84,niatsenko@example.com
Короленко,Феофан,Андрійович,Чоловік,1969-11-17,Шериф,Тернівка ,"сквер Глазунова 2-й, буд. 9 кв. 335, Боково-Хрустальне, 82167",+380 (89) 307-01-83,bohuslavashylo@example.net
Савенко,Симон,Олексійович,Чоловік,2002-12-21,Ді-джей,Тараща,"провулок Манежний, буд. 271 кв. 316, Винники, 69580",366-92-55,avrelii07@example.net
Шовкопляс,Леон,Володимирович,Чоловік,1938-11-16,Паблік рилейшнз,Горлівка,"проспект Індійська, буд. 823, Очаків, 25788",+380 96 857-08-45,nestorvlasenko@example.com
Стус,Роман,Олексійович,Чоловік,1950-06-14,Каскадер,Вишгород,"набережна Проїзний 2-й, буд. 490, Золотоноша, 49180",+380 06 550-80-81,tsymbaliukpetro@example.net
Шухевич,Ігор,Олексійович,Чоловік,1956-10-14,Палеонтолог,Верхівцеве,"площа 17-та Лінія 6-й ст. Люстдорфської дороги, буд. 7, Шаргород, 18715",+380 37 070-64-10,vzaporozhets@example.com
Вергун,Роман,Сергійович,Чоловік,1967-05-12,Випробувач,Турка,"шосе Ковиловий, буд. 583, Антрацит , 44326",029 43 35,aaronieresko@example.org
Удовенко,Назар,Олексійович,Чоловік,1953-07-29,Ґрунтознавець,Семенівка,"шосе Дачний, буд. 681 кв. 186, Бершадь, 45551",825 99 09,hupaloiakiv@example.com
Панчук,Сергій,Володимирович,Чоловік,1948-11-17,Кіноактор,Сіверськ,"площа Святослава Ріхтера, буд. 2 кв. 02, Копичинці, 10114",044 175 30 18,valentyniemets@example.com
